t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s)
202.141,3797.7,3663.93,240334,240334,240334,1,NaN,NaN,0.00223472,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00124246
205.171,3795.2,3661.87,239153,239153,239153,1,NaN,NaN,0.00223829,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00124429
208.215,3792.7,3659.82,237978,237978,237978,1,NaN,NaN,0.00224188,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00124612
211.274,3790.2,3657.77,236808,236808,236808,1,NaN,NaN,0.00224547,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00124796
214.349,3787.71,3655.71,235644,235644,235644,1,NaN,NaN,0.00224907,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.0012498
217.439,3785.21,3653.65,234485,234485,234485,1,NaN,NaN,0.00225267,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00125165
220.544,3782.71,3651.6,233331,233331,233331,1,NaN,NaN,0.00225629,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00125351
223.664,3780.21,3649.53,232183,232183,232183,1,NaN,NaN,0.00225991,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00125537
226.8,3777.72,3647.47,231041,231041,231041,1,NaN,NaN,0.00226354,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00125724
229.951,3775.22,3645.41,229903,229903,229903,1,NaN,NaN,0.00226718,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00125912
233.118,3772.72,3643.35,228771,228771,228771,1,NaN,NaN,0.00227082,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.001261
236.301,3770.22,3641.28,227645,227645,227645,1,NaN,NaN,0.00227448,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00126289
239.499,3767.73,3639.21,226523,226523,226523,1,NaN,NaN,0.00227814,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00126478
242.713,3765.23,3637.14,225407,225407,225407,1,NaN,NaN,0.00228181,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00126668
